8.76664 	0
5.26142 	3.50522
4.02497 	2.37157
3.40468 	1.788
2.95865 	1.45503
2.76321 	1.20399
2.51801 	1.04669
2.40168 	0.913891
2.29715 	0.812726
2.20072 	0.733291
2.1934 	0.663328
2.1147 	0.610625
2.05721 	0.564628
1.98881 	0.527199
1.95026 	0.492308
1.92704 	0.461097
1.91371 	0.43333
1.89412 	0.409017
1.89488 	0.386892
1.86268 	0.368448
1.83819 	0.351318
1.81478 	0.335786
1.80668 	0.320957
1.79352 	0.307574
1.77673 	0.295492
1.74908 	0.285243
1.74962 	0.274476
1.7386 	0.264721
1.71678 	0.25636
1.71792 	0.24767
1.70602 	0.239843
1.70535 	0.232228
1.70058 	0.225131
1.68129 	0.21926
1.66857 	0.213283
1.65321 	0.207842
1.66228 	0.20235
1.67198 	0.197192
1.66622 	0.192155
1.65567 	0.187587
1.64874 	0.183085
1.64904 	0.178673
1.64544 	0.174506
1.63078 	0.171122
1.62437 	0.167399
1.61856 	0.163823
1.64742 	0.162878
1.64228 	0.159531
1.63795 	0.156302
1.65014 	0.153628
1.64046 	0.150897
1.64997 	0.148272
1.65173 	0.145458
1.63981 	0.143235
1.63456 	0.140705
1.6371 	0.138193
1.62909 	0.135983
1.6228 	0.133766
1.61862 	0.131546
1.63004 	0.129838
1.62994 	0.127692
1.62251 	0.125835
1.6245 	0.123837
1.62469 	0.121887
1.62093 	0.120056
1.61748 	0.118273
1.61586 	0.116506
1.61544 	0.114781
1.61448 	0.113109
1.6132 	0.111489
1.60557 	0.110172
1.60017 	0.108765
1.59685 	0.107316
1.60139 	0.105953
1.62034 	0.106235
1.61633 	0.104904
1.612 	0.103623
1.61387 	0.102303
1.6113 	0.101033
1.61013 	0.0997685
1.61135 	0.0985367
1.61272 	0.0973372
1.61718 	0.0962606
1.62684 	0.0955973
1.61932 	0.0947649
1.61618 	0.0937091
1.61459 	0.0926393
1.61167 	0.0916271
1.61166 	0.0905918
1.60804 	0.0896528
1.60699 	0.0886683
1.60888 	0.0877195
1.60305 	0.0869669
1.59818 	0.0861745
1.58905 	0.0857494
1.59067 	0.084867
1.58756 	0.0840452
1.58427 	0.0832481
1.58375 	0.0824046
1.57991 	0.0816669
1.57972 	0.0808545
1.5778 	0.080081
1.57487 	0.0793537
1.57868 	0.0786792
1.5811 	0.0779638
1.57889 	0.0772563
1.5772 	0.0765495
1.57371 	0.0759179
1.56789 	0.0754426
1.56234 	0.0749593
1.5568 	0.074487
1.55406 	0.0738698
1.55528 	0.0732232
1.55745 	0.0726107
1.55917 	0.071997
1.5569 	0.0714095
1.55177 	0.0709824
1.5488 	0.070441
1.5448 	0.0699606
1.54286 	0.0694025
1.54278 	0.0688266
1.54311 	0.068261
1.54473 	0.0677231
1.54031 	0.0673203
1.54081 	0.0667814
1.541 	0.0662496
1.54393 	0.0657912
1.53974 	0.0654099
1.53786 	0.0649281
1.53723 	0.0644297
1.5378 	0.0639386
1.53527 	0.0635028
1.53276 	0.0630734
1.52964 	0.0626785
1.53168 	0.0622459
1.53047 	0.0617983
1.52749 	0.0614181
1.52685 	0.0609748
1.52626 	0.0605374
1.52604 	0.0601039
1.52552 	0.0596783
1.52782 	0.059301
1.52337 	0.0590522
1.52721 	0.0587664
1.532 	0.0585552
1.52936 	0.0582126
1.532 	0.0578757
1.52761 	0.0576513
1.52711 	0.0572652
1.52833 	0.0568953
1.52634 	0.0565522
1.52454 	0.0562077
1.5232 	0.0558553
1.5214 	0.0555206
1.51939 	0.055198
1.51865 	0.0548479
1.51654 	0.0545386
1.51709 	0.0541951
1.51667 	0.0538549
1.51442 	0.0535642
1.51286 	0.0532534
1.51459 	0.052952
1.52143 	0.0530689
1.52228 	0.0527512
1.52173 	0.0524334
1.51978 	0.052153
1.52018 	0.0518413
1.51986 	0.0515328
1.51913 	0.0512322
1.51613 	0.0510182
1.51352 	0.0507861
1.5152 	0.050518
1.51213 	0.0503185
1.50925 	0.0501116
1.50918 	0.0498245
1.50744 	0.0495712
1.50444 	0.0493816
1.50598 	0.0491277
1.5062 	0.048853
1.5075 	0.0485981
1.50852 	0.0483397
1.50769 	0.0480806
1.50946 	0.0478499
1.50855 	0.0475979
1.50706 	0.0473635
1.50894 	0.0471459
1.50945 	0.0468958
1.51186 	0.0467082
1.51244 	0.046464
1.51107 	0.0462391
1.50826 	0.0460826
1.51017 	0.0458818
1.5128 	0.0457196
1.51097 	0.0455203
1.50974 	0.045303
1.5105 	0.0450777
1.50843 	0.0448959
1.50791 	0.0446716
1.51085 	0.0445437
1.51002 	0.0443282
1.50927 	0.0441134
1.50737 	0.0439359
1.50649 	0.0437277
1.51107 	0.0437533
1.51021 	0.0435479
1.51249 	0.0433958
1.51308 	0.0431898
1.51416 	0.042995
1.51491 	0.0427955
1.51457 	0.0425927
1.51502 	0.0423928
1.51368 	0.0422137
1.51309 	0.0420191
1.51121 	0.0418646
1.50927 	0.0417148
1.50797 	0.0415414
1.50683 	0.0413653
1.50914 	0.0412399
1.51354 	0.0412861
1.51221 	0.0411193
1.5104 	0.0409732
1.51399 	0.040946
1.51552 	0.0407907
1.51479 	0.0406148
1.51464 	0.0404341
1.51582 	0.0402721
1.51478 	0.0401077
1.51434 	0.0399339
1.51119 	0.0398837
1.51215 	0.0397215
1.51146 	0.0395552
1.51028 	0.0394019
1.51288 	0.0393187
1.5199 	0.0397739
1.51935 	0.0396081
1.52217 	0.039541
1.52888 	0.0399412
1.52685 	0.0398247
1.52613 	0.0396643
1.52689 	0.039506
1.52762 	0.0393485
1.52562 	0.0392366
1.52595 	0.0390761
1.52551 	0.0389182
1.52516 	0.0387606
1.52438 	0.0386105
1.5272 	0.0385568
1.52528 	0.0384487
1.52514 	0.0382943
1.52509 	0.0381408
1.5243 	0.0379968
1.52492 	0.0378508
1.52551 	0.0377055
1.52543 	0.0375568
1.52488 	0.0374133
1.52549 	0.0372718
1.52538 	0.0371266
1.52463 	0.03699
