1.77614  	0
1.78366  	0.0075229
1.78971  	0.00744454
1.78809  	0.00550755
1.78491  	0.00532392
1.78676  	0.0047254
1.78922  	0.00468892
1.79219  	0.00503327
1.79549  	0.00553028
1.79646  	0.00504181
1.7994  	0.0054225
1.8016  	0.00541798
1.80281  	0.00512752
1.80558  	0.00549687
1.80889  	0.0060932
1.80914  	0.00570553
1.80887  	0.00536637
1.81175  	0.00582248
1.81395  	0.00593114
1.81415  	0.00563035
1.81508  	0.00543509
1.81631  	0.00532688
1.81576  	0.00511978
1.81638  	0.00494031
1.81672  	0.00475092
1.8176  	0.00464947
1.81855  	0.00457286
1.81946  	0.00449984
1.82115  	0.00465765
1.82218  	0.00461554
1.8229  	0.0045218
1.82317  	0.00438662
1.82433  	0.00440751
1.82625  	0.0046885
1.82749  	0.00471798
1.82761  	0.00458672
1.82824  	0.00450472
1.8287  	0.00440879
1.82911  	0.00431326
1.82927  	0.00420718
1.82965  	0.00412145
1.82968  	0.00402218
1.82916  	0.00396197
1.82898  	0.00387476
1.82867  	0.00380023
1.82867  	0.0037167
1.82769  	0.0037667
1.82701  	0.00374878
1.82709  	0.00367215
1.82706  	0.00359807
1.8267  	0.00354463
1.82629  	0.00350015
1.82606  	0.00344135
1.82506  	0.00352002
1.82425  	0.00355024
1.82395  	0.00349919
1.82352  	0.0034641
1.8232  	0.00341912
1.82268  	0.00339951
1.82248  	0.00334844
1.82229  	0.0032984
1.82238  	0.00324581
1.82248  	0.0031957
1.82235  	0.00314817
1.82179  	0.00315006
1.82217  	0.00312473
1.82225  	0.00307881
1.82243  	0.00303894
1.82257  	0.00299788
1.8224  	0.0029599
1.82195  	0.00295219
1.82169  	0.00292303
1.8211  	0.00294244
1.82089  	0.00290975
1.82074  	0.00287443
1.82022  	0.0028846
1.82  	0.00285484
1.81989  	0.00282022
1.81943  	0.0028219
1.81926  	0.00279169
1.81866  	0.00282166
1.81858  	0.00278828
1.8184  	0.00276038
1.81811  	0.00274196
1.8181  	0.00270952
1.81803  	0.00267897
1.81772  	0.00266529
1.81742  	0.00265277
1.81731  	0.00262493
1.81738  	0.0025965
1.81699  	0.00259694
1.81685  	0.00257237
1.81705  	0.0025521
1.81729  	0.00253665
1.81721  	0.00251097
1.81711  	0.00248671
1.81688  	0.00247171
1.81707  	0.00245323
1.8173  	0.0024397
1.81728  	0.00241525
