1.44247  	0
1.44239  	8.42e-05
1.44243  	6.34654e-05
1.44249  	7.61124e-05
1.44247  	6.21591e-05
1.44242  	6.89329e-05
1.44242  	5.83359e-05
1.44239  	5.84855e-05
1.44241  	5.40815e-05
1.44241  	4.83792e-05
1.44238  	5.33663e-05
1.44241  	5.9121e-05
1.4424  	5.68346e-05
1.44237  	5.70804e-05
1.44238  	5.35714e-05
1.44241  	5.69253e-05
1.44238  	5.97361e-05
1.44237  	5.82344e-05
1.44238  	5.7899e-05
1.44239  	5.52337e-05
1.44238  	5.30276e-05
1.44239  	5.10571e-05
1.4424  	4.90657e-05
1.44239  	4.71376e-05
1.44239  	4.52654e-05
1.44238  	4.42543e-05
1.44239  	4.28811e-05
1.44238  	4.21447e-05
1.44237  	4.08298e-05
1.44239  	4.10971e-05
1.44238  	3.99309e-05
1.44239  	3.89072e-05
1.44237  	4.02751e-05
1.44237  	3.91127e-05
1.44238  	4.03121e-05
1.44238  	3.91764e-05
1.44238  	3.82116e-05
1.44238  	3.72801e-05
1.44238  	3.63122e-05
1.44238  	3.54217e-05
1.44238  	3.46551e-05
1.44239  	3.50549e-05
1.44239  	3.45329e-05
1.44239  	3.3739e-05
1.44238  	3.34301e-05
1.44239  	3.29415e-05
1.44239  	3.2262e-05
1.44238  	3.21366e-05
1.44237  	3.21303e-05
1.44238  	3.18231e-05
1.44238  	3.12011e-05
1.44238  	3.06561e-05
1.44238  	3.00722e-05
1.44239  	3.15819e-05
1.44238  	3.29958e-05
1.44238  	3.2402e-05
1.44238  	3.18404e-05
1.44238  	3.1296e-05
1.44238  	3.09219e-05
1.44238  	3.04569e-05
1.44238  	2.99552e-05
1.44238  	2.9515e-05
1.44238  	2.9043e-05
1.44239  	3.02867e-05
1.44238  	3.10468e-05
1.44238  	3.0588e-05
1.44238  	3.03251e-05
1.44238  	2.98934e-05
1.44238  	2.96639e-05
1.44239  	2.95609e-05
1.44239  	2.9148e-05
1.44239  	2.93489e-05
1.44239  	2.89462e-05
1.44239  	2.86061e-05
1.4424  	2.85338e-05
1.4424  	2.82817e-05
1.4424  	2.79564e-05
1.4424  	2.7974e-05
1.4424  	2.76443e-05
1.44241  	2.74952e-05
1.44241  	2.71634e-05
1.44241  	2.68597e-05
1.44241  	2.70685e-05
1.44241  	2.67624e-05
1.44241  	2.64559e-05
1.44241  	2.64628e-05
1.44242  	2.61746e-05
1.44242  	2.60151e-05
1.44241  	2.62642e-05
1.44242  	2.62456e-05
1.44242  	2.62301e-05
1.44242  	2.62923e-05
1.44241  	2.60438e-05
1.44242  	2.5885e-05
1.44242  	2.59555e-05
1.44242  	2.5833e-05
1.44242  	2.57627e-05
1.44242  	2.57801e-05
1.44242  	2.57689e-05
1.44243  	2.58071e-05
