-3.47807  	0
-3.47698  	0.0010945
-3.47585  	0.00128844
-3.47583  	0.000911268
-3.47596  	0.000717884
-3.47576  	0.000620326
-3.47511  	0.000832937
-3.47479  	0.000789115
-3.47477  	0.00069653
-3.47465  	0.000633599
-3.4745  	0.000591301
-3.47445  	0.000542516
-3.47442  	0.000500029
-3.47436  	0.000466495
-3.47432  	0.000436687
-3.47433  	0.000408703
-3.47443  	0.000397332
-3.47462  	0.000417939
-3.47464  	0.000395958
-3.47478  	0.000399912
-3.47473  	0.000382815
-3.47473  	0.000365044
-3.47473  	0.000348896
-3.47463  	0.00035134
-3.4747  	0.000344275
-3.47462  	0.000340293
-3.47453  	0.00033802
-3.47445  	0.000336401
-3.47439  	0.000330533
-3.47442  	0.000320777
-3.47438  	0.000312475
-3.47446  	0.000312483
-3.47446  	0.000302868
-3.47462  	0.000335765
-3.47466  	0.000327885
-3.47473  	0.000326973
-3.47471  	0.000318692
-3.47473  	0.000311282
-3.47479  	0.000308533
-3.47482  	0.000302359
-3.47483  	0.000295101
-3.47475  	0.000301343
-3.47472  	0.000295401
-3.47467  	0.000292663
-3.47454  	0.000315749
-3.47445  	0.000319655
-3.47446  	0.000312882
-3.47443  	0.000308422
-3.47446  	0.000304412
-3.47444  	0.000299191
-3.47447  	0.000294796
-3.47453  	0.000295506
-3.47458  	0.00029426
-3.47466  	0.000297742
-3.4747  	0.000295867
-3.47477  	0.000297797
-3.47483  	0.000299026
-3.47491  	0.00030433
-3.47499  	0.000311324
-3.47506  	0.000313456
-3.4751  	0.000310963
-3.47513  	0.000307411
-3.47518  	0.000306643
-3.47524  	0.000306745
-3.47531  	0.000311167
-3.47536  	0.000310112
-3.4754  	0.000308397
-3.47544  	0.000306
-3.47542  	0.000302328
-3.47543  	0.000298093
-3.47547  	0.000297463
-3.47553  	0.000298561
-3.47551  	0.000294927
-3.47552  	0.000291146
-3.47552  	0.000287241
-3.4755  	0.000284232
-3.47546  	0.000283316
-3.4754  	0.000285413
-3.47536  	0.000284491
-3.47532  	0.000284571
-3.47529  	0.000282797
-3.47528  	0.000279552
-3.47528  	0.000276164
-3.47529  	0.000273197
-3.47532  	0.000271499
-3.47534  	0.000269413
-3.47532  	0.000267317
-3.47533  	0.000264601
-3.47529  	0.000264267
-3.47532  	0.000262804
-3.47534  	0.000260279
-3.47536  	0.000258631
-3.47537  	0.000256054
-3.47538  	0.000253491
-3.47539  	0.000250907
-3.47538  	0.00024836
-3.47539  	0.00024598
-3.47541  	0.000243856
-3.47541  	0.000241383
-3.47545  	0.000242963
