31.9646	37.4716	2.13662
26.9737	33.4177	2.15693
27.528	32.1463	1.94228
26.9395	31.1503	1.78491
26.0298	30.3483	1.99247
25.4044	27.9906	1.36734
25.4044	28.2984	1.24381
23.8562	27.8426	1.627
23.492	27.3301	1.66938
23.9544	27.5266	1.39367
23.4704	27.2727	1.69869
22.9722	27.4195	1.94646
22.9722	27.4967	1.93013
23.7961	27.4239	2.04236
23.1186	27.2976	1.59331
23.1186	28.1411	2.12105
22.9216	28.8551	2.0691
22.9216	28.2492	1.95588
23.9216	27.5924	1.92368
23.0054	27.3844	1.53496
23.9305	26.3638	1.06941
23.9988	26.2766	1.07031
22.719	26.4998	1.41657
23.4482	27.3425	1.5123
21.92	26.3627	2.17667
20.517	25.0385	2.00274
19.6594	24.0245	2.01568
19.4314	24.1519	2.01349
19.3041	24.8597	2.19053
19.6797	25.3549	2.62286
19.6797	26.0762	2.49743
19.4329	24.6615	2.23667
17.0455	23.0884	1.99817
19.1643	23.3268	2.37904
19.0853	23.3417	2.38712
19.1643	24.3275	2.55583
19.2094	23.6339	2.07461
19.1522	23.5376	2.42635
19.1522	22.9347	1.88455
18.5289	21.4222	1.73861
17.168	21.498	2.07556
17.6891	22.418	1.95462
18.4574	23.083	1.93015
17.39	23.594	2.82687
19.3669	22.9389	1.54847
20.4349	24.6731	1.34614
20.5817	25.2054	1.53625
20.8768	25.6982	1.81173
20.7915	25.5628	2.10573
19.3997	25.6096	1.93783
19.3997	24.4642	2.21855
19.3997	23.6623	2.04688
18.7725	24.3404	2.20966
19.7694	23.8986	1.78525
21.2403	24.7838	1.73626
20.4216	24.5792	1.78564
20.7517	24.0154	1.84133
19.8775	24.5602	2.04361
19.177	24.5105	2.02608
19.5914	25.1353	2.55126
19.5914	24.144	2.69049
19.2859	21.7831	1.44111
19.6414	22.1715	1.38776
19.8495	23.0118	1.70818
20.7195	24.0736	1.95663
19.8623	24.1652	1.82336
19.8623	24.9641	2.20623
19.703	24.1949	2.14408
18.8532	23.2818	2.0667
18.6205	23.8948	2.45624
