13.4337	16.4401	0.767861
13.3124	15.6217	1.0798
12.9715	15.0261	0.996763
13.1775	14.4464	0.669051
12.5148	14.3642	0.717123
12.9226	14.146	0.581176
12.9966	13.7686	0.398779
12.0182	13.8445	0.623611
12.3889	13.5327	0.444274
11.8165	13.1066	0.564273
11.8468	12.9473	0.555173
11.8735	12.6303	0.409119
10.5779	12.4414	0.745771
11.1345	12.2567	0.572228
11.2944	12.7413	0.588858
11.0873	12.6485	0.734773
10.9149	12.6066	0.582164
11.6788	12.6633	0.397897
10.9238	12.7245	0.532804
10.961	12.5092	0.591826
11.1346	12.7645	0.844892
11.1346	12.8297	0.83073
11.2825	12.6575	0.658679
11.1346	12.4398	0.523264
11.0435	12.4441	0.773915
10.4095	11.9867	0.792394
10.7686	12.0258	0.573373
10.1867	11.8301	0.677693
10.3711	11.8042	0.648139
10.0353	12.1239	0.718058
10.2588	11.9984	0.708159
10.2119	11.9179	0.709846
10.9254	12.0789	0.514483
10.062	11.776	0.796702
10.1978	11.9073	0.781906
10.8448	12.2358	0.685546
10.308	12.6792	0.850032
10.2526	12.1368	0.823573
10.2526	11.3229	0.589312
10.3359	11.3664	0.470789
9.81758	11.3128	0.574039
9.81758	11.5618	0.618767
9.3799	11.8379	0.805721
9.73201	11.5417	0.677587
9.64637	11.8256	0.899336
9.64637	11.8395	1.06679
9.64637	11.7398	0.977322
9.71479	11.7592	1.02248
9.64637	11.4135	0.892452
9.51766	11.1869	0.810263
9.87632	11.5715	0.726193
9.7476	11.2268	0.763354
9.04584	11.0176	0.869595
9.04584	10.7742	0.718692
9.53156	10.8233	0.613984
9.25881	10.8466	0.929143
9.45992	10.8619	0.660381
9.45992	10.8672	0.755335
9.45992	10.8556	0.769901
9.35674	10.5672	0.584997
9.43242	10.6451	0.663222
9.67603	11.1063	0.739314
9.49949	10.7508	0.592333
9.23404	10.63	0.704492
9.20314	10.8508	0.772325
8.75573	11.0659	0.815836
9.86109	11.456	0.727827
9.06642	11.092	0.800026
9.06642	11.1929	1.0932
8.25375	10.3536	0.775811
8.25375	9.6971	0.741292
8.25375	9.50657	0.65703
8.72718	9.92757	0.668048
8.66066	10.3988	0.791473
8.21654	10.5726	0.956178
8.21654	10.1737	0.893557
8.31801	10.226	0.885516
8.53626	10.1337	0.783286
8.60321	10.3984	0.729893
8.45258	10.4951	1.06116
8.25571	10.5231	0.770606
8.35194	10.0524	0.750024
8.35194	10.8851	1.05855
8.35194	10.823	1.08946
8.77801	10.6556	0.85692
9.06593	11.4028	0.950877
9.04363	10.7691	1.02075
8.28621	10.5404	0.787475
8.28621	10.51	0.813024
8.28621	10.456	0.950093
8.28621	10.9244	0.84608
8.28621	10.2884	0.889252
8.28621	10.3666	1.10052
8.28621	9.83759	0.888053
8.28621	9.98196	0.660636
