0	0.0890399 	0
100	0.0936191 	0.00457916
200	0.0876198 	0.00655601
300	0.0889464 	0.00482189
400	0.0867139 	0.00435138
500	0.0852591 	0.00383921
600	0.0840464 	0.00346394
700	0.0847467 	0.00308054
800	0.0836774 	0.00291966
900	0.0834513 	0.0026212
1000	0.0846859 	0.00267318
1100	0.0848619 	0.00244661
1200	0.085203 	0.00227625
1300	0.0846059 	0.00219036
1400	0.0845063 	0.00204154
1500	0.0850369 	0.00198202
1600	0.0842032 	0.00203993
1700	0.0845239 	0.00194982
1800	0.0843695 	0.0018508
1900	0.0850092 	0.00186871
2000	0.0848088 	0.00178875
2100	0.0846183 	0.00171612
2200	0.0845317 	0.00164209
2300	0.0845532 	0.00157233
2400	0.0846485 	0.00151113
2500	0.0842996 	0.00149318
2600	0.0845109 	0.00145227
2700	0.0843018 	0.00141498
2800	0.08408 	0.00138322
2900	0.0842106 	0.00134268
3000	0.0842668 	0.00129986
3100	0.084554 	0.00129094
3200	0.0846628 	0.00125593
3300	0.0849451 	0.00125072
3400	0.0846711 	0.001245
3500	0.0846966 	0.00121019
3600	0.0845736 	0.00118344
3700	0.0845633 	0.00115192
3800	0.0844152 	0.00113172
3900	0.0845043 	0.00110666
4000	0.0842218 	0.00111568
4100	0.0841498 	0.00109117
4200	0.0839102 	0.00109211
4300	0.0840134 	0.00107198
4400	0.0839672 	0.0010489
4500	0.0840125 	0.00102685
4600	0.0840238 	0.00100483
4700	0.0840943 	0.000986187
4800	0.0842817 	0.000983866
4900	0.0843446 	0.000966037
5000	0.0843382 	0.000946927
5100	0.0843677 	0.000929009
5200	0.0843662 	0.000911313
5300	0.0845159 	0.000906718
5400	0.0844388 	0.000893411
5500	0.0845669 	0.000886616
5600	0.0847403 	0.000888012
5700	0.0845299 	0.000897568
5800	0.0844288 	0.000888002
5900	0.0846083 	0.00089135
6000	0.0845961 	0.000876702
6100	0.08464 	0.000863561
6200	0.0846889 	0.000851152
6300	0.0843653 	0.000898092
6400	0.0844116 	0.000885383
6500	0.0844199 	0.000871904
6600	0.0847117 	0.000907034
6700	0.0847493 	0.000894385
6800	0.08473 	0.00088154
6900	0.0846445 	0.000873047
7000	0.0845463 	0.000866254
7100	0.0845911 	0.000855315
7200	0.0845472 	0.000844661
7300	0.0845119 	0.000833916
7400	0.0843866 	0.000832197
7500	0.0843506 	0.000821964
7600	0.0841446 	0.000836971
7700	0.0840398 	0.000832796
7800	0.0841207 	0.000826162
7900	0.084177 	0.000817712
8000	0.0841929 	0.000807709
8100	0.0841294 	0.00080032
8200	0.0841484 	0.000790845
8300	0.0841147 	0.000782098
8400	0.0839629 	0.000787609
8500	0.083994 	0.000779017
8600	0.0838782 	0.000778673
8700	0.0837091 	0.000788127
8800	0.0834739 	0.000813925
8900	0.0834475 	0.000805263
9000	0.0833944 	0.000798134
9100	0.0833649 	0.000789963
9200	0.0833519 	0.000781532
9300	0.0833589 	0.000773205
9400	0.0833117 	0.000766472
9500	0.0831659 	0.000772348
9600	0.0830796 	0.000769201
9700	0.0830292 	0.000762978
9800	0.0830135 	0.000755395
9900	0.0832638 	0.000788592
