1  	15.3558   	0  	6.75303  	0
2  	14.9391   	0.416624  	5.45973  	1.29329
3  	14.3439   	0.642018  	5.03086  	0.861086
4  	13.7897   	0.716373  	5.1826  	0.627503
5  	13.9896   	0.589799  	5.35322  	0.515138
6  	14.3265   	0.58771  	5.12729  	0.47745
7  	14.9898   	0.82866  	4.9701  	0.433053
8  	14.6034   	0.815017  	5.11349  	0.401511
9  	14.6201   	0.71897  	5.02466  	0.365071
10  	14.8199   	0.67339  	5.19638  	0.36893
11  	15.0432   	0.648741  	5.18966  	0.333777
12  	15.04   	0.592225  	5.33064  	0.335733
13  	15.1672   	0.559429  	5.20509  	0.333377
14  	15.4407   	0.585673  	5.0872  	0.330393
15  	15.3029   	0.562369  	5.16116  	0.316347
16  	14.9972   	0.608442  	5.20013  	0.29847
17  	15.2269   	0.615971  	5.16919  	0.282066
18  	15.0686   	0.601917  	5.22762  	0.272278
19  	14.8581   	0.607039  	5.26652  	0.26047
20  	14.8517   	0.575924  	5.30193  	0.249627
21  	14.8256   	0.548431  	5.29797  	0.237476
22  	14.8957   	0.52759  	5.35298  	0.233011
23  	14.7714   	0.519231  	5.38958  	0.225637
24  	14.989   	0.542656  	5.28412  	0.240396
25  	14.9294   	0.523895  	5.32642  	0.234428
26  	14.8203   	0.515027  	5.36112  	0.227888
27  	14.8078   	0.495743  	5.35839  	0.219302
28  	14.8868   	0.484199  	5.38589  	0.213106
29  	14.967   	0.474038  	5.34693  	0.209284
30  	15.0306   	0.462358  	5.34314  	0.202223
31  	14.9972   	0.448444  	5.35482  	0.195939
32  	15.0079   	0.434337  	5.35362  	0.189721
33  	14.9429   	0.425961  	5.35699  	0.183913
34  	14.9967   	0.416739  	5.31833  	0.182561
35  	14.8994   	0.4162  	5.34341  	0.179033
36  	14.8231   	0.411603  	5.36585  	0.175431
37  	14.9048   	0.408578  	5.33838  	0.172821
38  	14.8351   	0.403754  	5.34668  	0.168416
39  	14.7772   	0.397499  	5.3959  	0.171265
40  	14.6863   	0.397965  	5.43521  	0.171494
41  	14.7126   	0.389031  	5.3912  	0.172951
42  	14.6849   	0.380663  	5.37836  	0.169271
43  	14.7436   	0.376305  	5.37587  	0.165306
44  	14.8363   	0.379168  	5.35226  	0.163223
45  	14.8231   	0.37088  	5.3813  	0.162175
46  	14.7718   	0.366345  	5.40227  	0.15999
47  	14.8168   	0.36128  	5.35787  	0.162723
48  	14.853   	0.355522  	5.34123  	0.160164
49  	14.8161   	0.350146  	5.33166  	0.157153
50  	14.7847   	0.3445  	5.34313  	0.154405
51  	14.7804   	0.337704  	5.3228  	0.152706
52  	14.8091   	0.332383  	5.30953  	0.150328
53  	14.759   	0.329871  	5.31883  	0.147757
54  	14.7703   	0.323901  	5.33425  	0.145813
55  	14.7822   	0.31818  	5.33422  	0.143137
56  	14.7938   	0.312661  	5.35099  	0.141554
57  	14.7946   	0.307128  	5.33771  	0.139682
58  	14.7997   	0.301829  	5.33915  	0.13726
59  	14.8949   	0.311569  	5.33903  	0.134913
60  	14.917   	0.307132  	5.36586  	0.13533
61  	14.9207   	0.302078  	5.35132  	0.133884
62  	14.9282   	0.29726  	5.34945  	0.131721
63  	14.9373   	0.292648  	5.36158  	0.13018
64  	14.9632   	0.289197  	5.35763  	0.128191
65  	14.9376   	0.285861  	5.35833  	0.126205
66  	14.9448   	0.281587  	5.35407  	0.124351
67  	14.9499   	0.2774  	5.3384  	0.123479
68  	14.935   	0.273696  	5.34555  	0.12186
69  	15.0188   	0.282405  	5.32014  	0.12274
70  	15.0281   	0.278497  	5.33385  	0.121749
71  	15.0504   	0.275451  	5.34525  	0.120562
72  	15.0696   	0.27228  	5.33812  	0.119089
73  	15.0669   	0.268538  	5.33733  	0.117449
74  	15.0559   	0.265112  	5.35247  	0.116836
75  	15.0297   	0.262864  	5.3642  	0.115863
76  	15.0081   	0.260278  	5.34842  	0.115411
77  	15.0275   	0.257605  	5.34575  	0.113934
78  	15.0392   	0.254553  	5.34659  	0.112467
79  	15.0478   	0.251455  	5.36281  	0.112212
80  	15.0083   	0.251406  	5.35875  	0.110875
81  	15.0563   	0.252876  	5.35498  	0.109562
82  	15.0594   	0.249792  	5.34797  	0.108445
83  	15.0486   	0.247  	5.34297  	0.107246
84  	15.0377   	0.244285  	5.34709  	0.106042
85  	15.019   	0.24211  	5.34816  	0.104792
86  	15.021   	0.239286  	5.34575  	0.103595
87  	15.0278   	0.236618  	5.34974  	0.102475
88  	15.0187   	0.234093  	5.35058  	0.101307
89  	14.9968   	0.232481  	5.35841  	0.100468
90  	15.0526   	0.236568  	5.35303  	0.0994913
91  	15.0826   	0.235862  	5.33872  	0.0994279
92  	15.0978   	0.233778  	5.33586  	0.0983827
93  	15.051   	0.235937  	5.34318  	0.0975941
94  	15.0441   	0.233514  	5.34741  	0.0966426
95  	15.0072   	0.23398  	5.35036  	0.0956656
96  	14.9887   	0.232265  	5.34688  	0.0947282
97  	15.0103   	0.230875  	5.34542  	0.0937577
98  	14.9991   	0.228784  	5.3359  	0.0932839
99  	14.9675   	0.228648  	5.34601  	0.0928891
100  	14.9379   	0.22828  	5.36858  	0.0946843
